id,label
607,4
608,1
609,9
610,6
611,2
612,8
613,6
614,1
615,9
616,9
617,7
618,5
619,8
620,7
621,9
622,4
623,6
624,8
625,2
626,8
627,1
628,6
629,7
630,1
631,4
632,6
633,5
634,8
635,4
636,8
637,5
638,4
639,9
640,6
641,6
642,9
643,4
644,3
645,9
646,9
647,2
648,9
649,6
650,5
651,8
652,9
653,3
654,6
655,2
656,1
657,2
658,1
659,6
660,7
661,2
662,6
663,9
664,8
665,0
666,0
667,6
668,9
669,5
670,7
671,3
672,6
673,7
674,4
675,6
676,3
677,2
678,7
679,5
680,9
681,3
682,4
683,7
684,6
685,7
686,9
687,8
688,8
689,6
690,7
691,4
692,7
693,2
694,7
695,0
696,3
697,0
698,7
699,2
700,5
701,9
702,6
703,8
704,9
705,6
706,6
707,9
708,9
709,7
710,6
711,7
712,1
713,9
714,1
715,5
716,7
717,5
718,7
719,3
720,7
721,9
722,2
723,0
724,0
725,1
726,1
727,6
728,7
729,2
730,4
731,4
732,6
733,5
734,2
735,0
736,6
737,5
738,4
739,7
740,6
741,9
742,9
743,3
744,7
745,7
746,6
747,0
748,6
749,3
750,4
751,7
752,0
753,2
754,7
755,3
756,2
757,2
758,9
759,5
760,8
761,4
762,3
763,7
764,7
765,9
766,7
767,4
768,7
769,5
770,7
771,9
772,2
773,3
774,7
775,8
776,1
777,6
778,5
779,7
780,7
781,2
782,8
783,2
784,1
785,1
786,2
787,8
788,1
789,3
790,4
791,9
792,7
793,6
794,3
795,2
796,4
797,8
798,9
799,9
800,3
801,8
802,9
803,8
804,2
805,2
806,8
807,7
808,2
809,9
810,5
811,2
812,1
813,6
814,6
815,5
816,0
817,8
818,5
819,4
820,8
821,3
822,9
823,1
824,2
825,7
826,8
827,2
828,3
829,7
830,7
831,4
832,4
833,1
834,5
835,5
836,4
837,6
838,6
839,1
840,6
841,9
842,9
843,7
844,5
845,5
846,6
847,6
848,2
849,2
850,5
851,9
852,8
853,4
854,7
855,8
856,2
857,4
858,4
859,0
860,4
861,4
862,4
863,3
864,4
865,2
866,4
867,6
868,4
869,0
870,2
871,4
872,4
873,4
874,0
875,4
876,4
877,4
878,6
879,4
880,2
881,6
882,2
883,4
884,0
885,4
886,2
887,2
888,2
889,0
890,4
891,4
892,4
893,2
894,4
895,4
896,4
897,4
898,4
899,4
900,6
901,4
902,7
903,2
904,4
905,6
906,3
907,5
908,8
909,3
910,9
911,1
912,6
913,7
914,9
915,5
916,7
917,9
918,3
919,6
920,7
921,3
922,3
923,7
924,2
925,2
926,2
927,8
928,9
929,0
930,8
931,5
932,4
933,5
934,9
935,5
936,6
937,2
938,7
939,7
940,3
941,9
942,3
943,8
944,2
945,9
946,7
947,0
948,6
949,8
