id,label
607,2
608,9
609,9
610,6
611,2
612,8
613,9
614,1
615,9
616,9
617,7
618,2
619,8
620,9
621,1
622,4
623,4
624,0
625,4
626,8
627,1
628,6
629,7
630,1
631,1
632,6
633,9
634,8
635,6
636,0
637,6
638,4
639,9
640,6
641,6
642,9
643,6
644,0
645,1
646,0
647,0
648,9
649,9
650,5
651,8
652,1
653,1
654,3
655,2
656,1
657,2
658,1
659,6
660,7
661,2
662,2
663,9
664,8
665,1
666,0
667,6
668,9
669,3
670,5
671,3
672,6
673,1
674,4
675,6
676,3
677,3
678,7
679,3
680,9
681,3
682,6
683,7
684,6
685,7
686,8
687,0
688,8
689,5
690,1
691,3
692,2
693,4
694,2
695,8
696,7
697,0
698,7
699,2
700,3
701,9
702,6
703,8
704,9
705,6
706,6
707,9
708,9
709,7
710,6
711,6
712,1
713,9
714,1
715,5
716,7
717,4
718,7
719,3
720,6
721,1
722,6
723,0
724,0
725,1
726,1
727,6
728,4
729,4
730,6
731,2
732,4
733,3
734,7
735,0
736,6
737,3
738,4
739,7
740,6
741,8
742,9
743,5
744,7
745,6
746,9
747,8
748,2
749,4
750,8
751,3
752,7
753,5
754,9
755,3
756,7
757,2
758,9
759,3
760,8
761,4
762,6
763,5
764,7
765,9
766,7
767,7
768,7
769,8
770,9
771,9
772,2
773,3
774,7
775,0
776,9
777,6
778,3
779,7
780,1
781,2
782,9
783,8
784,9
785,1
786,0
787,8
788,6
789,7
790,6
791,9
792,7
793,6
794,9
795,2
796,4
797,9
798,9
799,9
800,9
801,8
802,9
803,8
804,3
805,7
806,9
807,6
808,4
809,8
810,5
811,0
812,1
813,6
814,6
815,5
816,1
817,8
818,0
819,2
820,8
821,2
822,9
823,1
824,2
825,6
826,5
827,2
828,6
829,7
830,7
831,4
832,2
833,0
834,3
835,5
836,4
837,6
838,3
839,1
840,2
841,1
842,8
843,7
844,3
845,2
846,4
847,0
848,4
849,2
850,5
851,1
852,8
853,4
854,6
855,8
856,2
857,2
858,4
859,0
860,4
861,5
862,3
863,0
864,2
865,5
866,4
867,6
868,2
869,0
870,0
871,5
872,4
873,2
874,0
875,2
876,2
877,2
878,2
879,2
880,0
881,2
882,0
883,5
884,4
885,5
886,0
887,2
888,0
889,0
890,0
891,6
892,2
893,0
894,2
895,4
896,2
897,3
898,2
899,2
900,6
901,0
902,7
903,2
904,4
905,6
906,3
907,3
908,9
909,3
910,9
911,9
912,2
913,7
914,9
915,5
916,7
917,9
918,3
919,6
920,4
921,6
922,6
923,7
924,2
925,2
926,6
927,8
928,8
929,2
930,8
931,3
932,1
933,5
934,9
935,5
936,3
937,8
938,9
939,7
940,1
941,9
942,6
943,0
944,2
945,9
946,7
947,8
948,6
949,9
